chinese_name,english_name,chinese_description,english_description,quality
蒜香走地鸡,crispy chicken with crusted garlic,[],[],high
小食拼盘二人起,shared starter set minimum for people,[],"['Spring Roll Ribs Prawn on Toast Prawn Cracker', 'Chicken Wings']",high
肉蟹姜葱炒清蒸椒盐,hard-shell crabstir-fried with ginger and scallion/steamed/ fried ,[],[],high
红烧蟹黄官燕,braised bird’s nest and crab roe with soy sauce,[],[],high
四喜丸子,sixi pork meatballs with chinese water,[],[],medium
川汁烧白鳝,"stewed eel in gravy, sichuan style",[],[],high
椒盐牛丝,salt and pepper crispy shredded beef,[],[],medium
炸南瓜饼,deep fried pumpkin cake,[],[],medium
扁食汤,dumpling soup,[],[],high
清蒸带子,steamed scallop,[],[],medium
潮州蒸粉果,chei chow fun kor spicy pork meat and nut dumplings pieces,[],[],medium
冬菇酸辣羹,vegetarian hot and sour soup,[],[],medium
港式扬州炒饭,prawn fried rice with egg white and dried scallop,[],[],high
蒜头酱汁带子,scallop in garlic and mild spicy sauce,[],[],high
咕噜汁,sweet and sour sauce,[],[],medium
素招牌炒面,baoziinn mixed vegetables fried noodles,[],['Fried egg noodles with seasonal mixed vegetables carrot green beans cauliflower onions and beans sprout'],medium
柱侯牛腩煲,braised beef brisket and scallops in casserole,[],[],high
鱼香肉丝饭,essence of fish with shredded pork,[],[],medium
菜肉煎窝貼,war tips pan fried pork dumplings,[],[],medium
港式烧鸭,roast duck hong kong style,[],[],medium
铁锅茄子,aubergine with five spices,[],['Sauce in Iron Pan'],high
蔬菜海鲜汤,seafood and vegetable soup,[],[],high
人斋拼盘椒盐豆腐斋春卷海草斋云吞椒盐斋鸡,cuttlefish cake deep fried king prawn roll pan fried pumpkin cake,[],"['Deep Fried King Prawn Dumplings Crispy Seaweed', 'C4', 'per head']",high
酸豆角肉沫,sauteed pickled beans with minced pork,[],[],high
生煎包,pan-fried baozi stuffed with pork,[],[],high
香炸雪糕,deep fried ice cream,[],[],high
香酥鸭,crispy aromatic duck,[],[],medium
素烧四宝,braised combination of four vegetable,[],[],high
尖椒土豆丝,sauteed shredded potato with sliced chilli,[],"['Potato, Red Chilli']",high
士召豆腐,tofu with green pepper in black bean sauce,[],[],high
锅塌豆腐,tofu omelet,[],[],high
时菜叉烧炒面,barbecued pork t vegetable chow mein,[],['with Crispy or Soft Noodle'],high
酱香猪肉包,pork with soybean sauce bun,[],[],medium
金银小馒头,steamed bun with golden crispy & white soft skin served with condensed milk,[],"['Bun, Condensed Milk']",high
香酥鸭,aromatic crispy duck,"['配鴨皮,蔥絲,黃瓜條']",['with pancakes spring onions and cucumber'],high
糖醋里脊,sweet and sour pork tenderloin,[],[],high
豆角烧茄子,stir-fried aubergines with green bean,[],[],high
南瓜芋头煲,stewed taro with pumpkin in casserole,[],[],high
尖椒皮蛋,preserved egg with hot pepper serve chilled v s,[],[],high
四川汤圆,"tangyuan, sichuan style",[],[],high
椒盐大虾球,salt and pepper king prawns,[],[],medium
青椒银芽丝,stir fried beansprouts and green pepper,[],[],high
炸鸡肝,fried chicken gizzards,[],[],high
咖喱鸡排,deep-fried chicken breast fillet with curry sauce,[],"['Chicken Breast, Curry Sauce']",high
凉拌腐竹,tofu skin with spring onion,[],[],high
川式套餐,sechuan set menu d per person,[],[],high
黄炆南非溏心鲍,whole south african fresh abalone,[],[],high
腐竹烧猪肚,bean thread noodle and tofu skin with black mushroom,[],[],high
小米粥,millet congee,[],[],high
白饭,boiled rice,[],[],medium
蒜蓉西兰花,stir fried broccoli in garlic sauce,[],[],high
干锅茶树菇,dry fried chinese mushroom and chinese sausage,[],[],medium
海鲜豆腐羹,mixed seafood and tofu soup,[],[],medium
日式烧汁煎酿子皇,stuffed king scallop with minced prawn in teriyaki sauce,[],[],high
老北京疙瘩汤,"beijing style eggs, tomatoes & doughball in soup",[],"['Eggs, Tomatoes, Chinese Cabbage, Spring Onion & Doughball']",high
炒面,egg noodles chow mein,[],[],high
凉拌木耳,black fungus salad with fresh garlic serve chilled v,[],[],high
京都排骨,capital spare ribs,[],[],medium
老醋辔花生,peanuts in vinegar,[],[],high
叉烧白切鸡饭,char siu and fragrant poached chicken with rice,[],[],medium
叉烧河粉面版,char siu pork with ho fun noodle boiled rice,[],[],medium
高汤炖官燕,stewed bird’s nest ,[],[],high
回锅肉饭,double cooked belly pork,[],[],medium
芝士黑椒鸡扒焗饭,chicken fillet black pepper sauce with cheese baked rice,[],[],medium
熏鸡,smoked chicken,[],[],high
青花椒螺片,sliced whelk with sichuan pepper,[''],[],high
西式酸辣汤或鸡肉粟米或海鲜豆腐羹,hot and sour soup or chicken sweet corn soup or mixed seafood tofu soup,[],[],high
分鸡丝,shredded smoked chicken,['Lightlywokfriedinspicysaltchilligarlic'],[],high
扬州炒饭,special fried rice,[],[],medium
鱼片青瓜豆腐汤,"sliced basa fish fillet, cucumber & beancurd light soup",[],"['Basa Fish Fillet, Cucumber & Beancurd']",high
花蛤白蛤蒸蛋,steamed clams surf clams with egg,[],[],high
酸菜鱼,fish with pickled cabbage,[],[],medium
椒监排骨,pork spare ribs with garlic in spicy salt and pepper,[],"['Grilled Pork Dumpling', 'pieces']",medium
墨鱼丸,cuttleish balls,[],[],high
果木京式片皮鸭,legendary peking duck,[],[],high
猪肉虾仁云吞捞面汤面河,pork and prawn wontons with noodles p,[],"['Rice vermicelli soup kcal', 'Ho fun noodle soup kcal', 'Egg noodle soup kcal', 'Soup on the side Lo mein kcal']",high
姜葱牛百叶,tripe with ginger and spring onion,[],[],medium
重庆酸菜鲈鱼,wild sea bass with preserved vegetables and chilli in soup s,[],[],high
铁板咖喱酱烧骨,spare ribs with curry served on sizzling iron plate,[],[],high
鸡粒烧卖,steamed char siu pork bun,[],[],high
北京鸡汤馄饨,"wonton in chicken soup, beijing style",[],[],high
炒软壳蟹金沙椒盐,stir fried soft shell crab garlic & salt / salt & pepper,[],"['Soft Shell Crab, Potato Starch']",high
鲍汁海鲜烩饭,seafood and rice in abalone sauce,[],[],high
蒜蓉空心菜炒,stir fried morning glory with garlic,[],[''],high
香煎银鳕鱼,pan fried black cod,[],[],high
酱香鸡仔煲,duck yolk with aubergine,[],[],high
梅子鸭片煲,roasted duck with plum sauce in clay pot,[],[],medium
鲍鱼鸡粥,abalone slices and chicken,[],[],high
手拍黄瓜,spinach dressed in sesame oil,[],"['Cucumber in Spicy Sauce', '8kcal', 'Vegan']",high
椒盐薯条,salt and pepper fries,[],[],medium
罗汉汤面汤米粉,monk's vegetarian oodle vermicelli soup,[],[],high
干锅花菜麻辣咖哩沙爹,cauliflower with dry chilli and green peppers in hot pot,[],['Hot and chilli Curry Satay S S'],high
扒鱼肚白菜心,sauteed fish maw with chinese cabbage heart,[],[],high
鸡蓉生菜饱,fried minced chicken and nuts with lettuce wrap,[],[],medium
五香熏干,multi-spiced smoked tofu,[],[],high
三拼烧味,three signature meats,[],[],high
海南辣虾角,spicy hoi lam prawn parcels,[],[],medium
扬州炒饭,"yangzhou fried rice with diced ham & shrimps, sweetcorn, pea, carrot",[],"['Ham, Shrimps, Sweetcorn, Pea, Carrot, Egg, Rice, Spring Onion']",high
斋炒鸡米,lettuce wrap with cashewnuts t mixed vegetables,[],[],high
鲍汁蒸凤爪,steamed chicken feet in abalone sauce,[],[],medium
鱼香肉丝激辛豚肉炒,water boiled pork slices,[],['FISH FRAGRANT PORK SLIVERS'],high
红鲟米糕,steamed red sturgeon with glutinous rice,[],[],high
蜜汁叉烧酥,deep fried beancurd skin with prawn roll contain pork,[],['ORIENT'],high
青椒肉丝,sauteed shredded pork with green pepper,[],[],high
斋麻婆豆腐,vegetarian mapo beancurd in szechuan sauce v,[],[],medium
虾仁豆腐汤,soup,[],[],medium
姜葱羊肉煲,sliced lamb with ginger and spring onions in clay pot,[],[],medium
海米白菜心,sauteed chinese cabbage heart with dried shrimp,[],[],high
芋丝炸春卷,taro spring rolls,[],[],high
鸡丁炒饭,chicken fried rice,[],[],high
绿耳仙霞,"stir fried cloud fungus, lily bulb, gai lan, shiitake and macadamia",[],['(v)'],high
柠檬鸡排,deep-fried chicken breast fillet with honey & lemon sauce,[],"['Chicken Breast, Lemon, Lemon Sauce']",high
鱼香茄子煲,braised aubergine with sweet & spicy sauce in casserole,[],['Aubergine'],high
生菜牛肉炒饭,stir-fried rice with beef and lettuce,[],[],high
咖喱肉松煸大豆芽,stir-fry minced pork with bean sprouts with curry,[],[],high
丝苗白饭,boiled rice,[],[],medium
腊味炒饭,diced chinese dried bacon & chinese sun-dried sausage fried rice,[],"['Chinese Dried Bacon, Chinese Sun-dried Sausage, Egg, Spring Onion, Rice']",high
莲蓉包,lotus seed bun pcs,[],[],medium
椒盐大虾碌,salt and pepper tiger prawns in shell pieces,[],[],medium
鱼香明虾球,yuxiang prawns stir-fry with spicy garlic sauce,[],[],high
烧卖,pork and prawn dumpling pork crackling black bean relish,[],[],high
芝麻虾多士皇,supreme sesame prawn meat on toast,[],[],medium
如意酥,red bean pastry,[],[],high
拌猪头肉,pig's head meat in sauce,[],[],high
银芽炒面脆面,fried beansprout noodle crispy noodles,[],[],medium
三鲜炒河面,mixed seafood with ho fun or noodles,[],[],high
鱼香三鲜,mixed seafood in hot and spicy sauce,[],[],medium
干锅鸡胗,sauteed chicken gizzards in iron wok,[],[],high
豉汁尖椒炒黑豚肉,stir fried beria pork and green chilli pepper in black bean sauce s,[],[],high
孜然排骨列风味,swee and sour pork,[],"['PORK SLIVERS WITH GREEN PEPPERS', 'PORK RIBS WITH CUMIN']",high
泰式茄子鸡球,spicy chicken with aubergine and chinese mushrooms in thai style,[],[],medium
肉臊蒸蛋,steamed egg pudding-with or without minced pork,[],[],medium
猴头蘑扒菜心,braised green vegetable with mushrooms,[],[],high
叉烧切鸡饭,char siu and fragrant poached chicken with rice,[],[],medium
三杯鸡,"stewed chicken with three cups sauce salt, sugar, rice wine",[],"['Chicken, Three Cups Sauce']",high
鱼香虾,fish fragrant prawns,[''],[],high
辣子鱼块饭,spicy fish,[],[],medium
榄菜肉末豆角夕使炒大庭长豆,stir fried yard long beans with minced pork and olive vegetable,[''],[],high
上海辣羊肉,shanghai hot chilli sliced lamb,[],[],medium
铁锅牛柳,beef fillet braised in iron wok,[],[],high
鲜虾腐皮肠,stuffed beancurd skin with,[],['prawn cheung fun'],high
海鲜炒河,fried ho fun topped with,[],['seafood in sauce'],high
牛猪羊肉,bee pork and lamb dishes,[],"['F1', 'Sweet and Sour Pork Cantonese Style', 'F2']",high
茶香排骨,salt and chilli spare,[],"['Ribs With Tea Leaf', 'A24']",high
扒香菇油菜,sauteed rape with black mushrooms,[],[],high
香茅草烤鸡翅,chicken wings baked with lemongrass,[],['A12'],high
酸菜鸭丝面汤米粉,shredded duck with chinese pickled cabbage soup noodle,[],[],high
上汤野菌什菜煲,sizzling chicken hot pot,[],[],high
和牛生,raw wagyu fermented meat paste,[],[],high
京菜上素包,baozi stuffed with vegetable ,[],[],high
南瓜玉米排骨汤,braised spare ribs with pumpkin and sweet corn soup,[],[''],high
素鱼翅羹,we need to eat fin,[],[],high
鱼香里脊丝,yuxiang shredded pork sauteed in spicy garlic sauce,[],[],high
原罐小排翅,shark fin soup in pottery,[],[],high
杏仁百花脆皮鸡,crispy chicken with shrimp paste and almonds,[],[],high
羊肚菌爆虾球,sauteed shrimp balls with mushrooms,[],[],high
阳春面,plain noodle soup,[],[],high
鹭香焗生中虾,baked prawns with mixed flavor,[],[],high
海鲜砂锅,seafood in casserole,[],[],high
酥鲫鱼,crispy crucian carp,[],[],high
炒大蛤,sauteed fresh clams,[],[],high
海鲜盅,seafood soup,[],[],high
辣味日本芥辣虾,spicy wasabi tiger prawns pieces,"['主菜', '大蝦類']","['MAIN COURSES', 'KING PRAWNS']",medium
清汤鸭舌羊肚菌,duck tongue and morel soup,[],[],high
香滑椰汁糕,chilled coconut cream pudding,[],[],high
云耳翡翠炒墨鱼滑,deep fried king prawn balls,[],['with Salad Cream'],high
酱羊肉,sliced lamb in ok sauce,[],[],medium
鱼香茄子煲,braised yu xiang aubergine in claypot,[],['( v )'],high
蒜头酱汁什菜,mixed vegetables in garlic and mild spicy sauce,[],[],high
梅菜叉烧肠粉,char siu,[],[],high
浓汁三鲜鱼翅,shark fin soup with three delicacies,[],[],high
一品燕窝,best quality bird’s nest soup,[],[],high
三杯鳗鱼,eel with ginger and wine sauce,[],[],high
剁椒牛肉炒饭,stir fried rice with beef cubes and pickled chilies,[],[],medium
芥菜鸭丝豆腐汤,mustard green with duck blood and tofu soup,[],[],medium
豉椒牛河,fried ho fun with beef and green peppers with chilli in black bean sauc,[],[],medium
锅巴海三鲜,sizzling assorted seafood with crispy rice ,[],[],high
双菇鲜带子,sauteed fresh scallop with mushrooms,[],[],high
生炒牛肉饭,minced beef & lettuce fried rice,[],"['Beef, Lettuce, Egg, Rice, Spring Onion']",high
腰果虾,king prawns with cashew nuts,[],[],medium
铁板煎酿三宝,stuffed aubergine bean curd and green pepper with,[],[],high
菜粉条豆腐煲,chinese leaf with vermicelli and tofu in clay pot,[],"['ecoming vegan is the most important and direct change', 'we can immediately make to save the planet and its species', 'Chris Hedges']",high
拔丝苹果,apple in hot toffee,[],[],high
鱼香生蚝,scalded oysters with aubergine,[],[],high
孜然洋葱土豆片饭,stir fried potatoas and onions with cumin,[],[],medium
韭菜盒子,chinese chives pancake,[],[],high
子萝牛肉,beef with picker ginger and pineapple,[],[],high
瑶柱菜心粥,dried scallop and choi sum,[],[],high
麻婆豆腐术豆腐叉,pock marked old woman's beancurd with minced pork,[],[],high
怪味牛腱,multi-flavored beef shank,[],[],high
清蒸大闸蟹,steamed dazha crabs,[],[],high
云吞春卷虾多士红骨海草沙爹串鸡,won ton ing roll chicken saty on siewered sesame pran t bbq spare and seed,[],[],high
雪菜墨鱼丝,sauteed shredded cuttleish with preserved vegetable,[],[],high
星洲炒河,singapore fried pork and prawn vermicelli noodles,[],[],high
川式红烧肉,sichuanese red braised pork belly in hot pot,[],"['A dish loved by Chairman Mao.', 'Double cooked pork belly braised in soya sugar rich aromatic Sichuan spices and sweet fermented paste with shiitake mushrooms']",high
蒜香烩肥肠,braised pork intestines with mashed garlic,[],[],high
雪菜炒肉丝,sauteed shredded pork with preserved vegetable,[],[],high
蒸素菜潮州粉果,spicy vegetable and nut dumplings,[],[],medium
蒜炒豆苗,dou miao with garlic,[],[],high
豉椒牛肉,beef with green pepper in black bean sauce,[],[],medium
叉烧炒饭,char siu fried rice,[],[],medium
金蒜煎牛籽粒,pan-fried diced beef with garlic,[],[],high
蚝油扒时蔬,braised vegetable in oyster sauce,[],[],high
蒸蒜蓉菠菜海鲜饺,seafood in garlic and spinach dumplings pieces,[],[],medium
碳烧菠萝骨,bbq spare ribs with pineapple,[],[],high
马来西亚风味咖喱鸡肉包,malaysian chicken curry bun,[],[],medium
四川水煮鲈鱼,poached wild sea bass in sichuan spicy chilli soup s,[],[],high
海鲜荷叶饭,seafood fried rice in lotus leaf,[],[],high
滋味兔,delicious fried diced rabbit,[],[],medium
海草斋点心拼盘,vegetarian c'weed dim sum platter,[],['per head'],high
碧绿菠菜饺,prawn and spinach dumpling,[],[],high
川辣牛柳粉丝煲,beef with glass noodle,[],['in Sichuan Sauce'],high
桶子油鸡半只一只,soya chicken hal whole,[],[],high
粉丝虾米杂菜煲,"vermicelli, dried shrimps and assorted vegetables in casserole",[],[],high
豆沙花生汤圆,red bean paste peanuts glutinous rice ball,[],[],high
香芋雪糕,taro ice cream lolly,[],[],high
鲜虾肠粉,prawn cheung fun,[],[],high
豆腐豉椒姜葱咕噜,stir fried beancurd in black bean ginger and spring onions sweet and sour v vg,[],[],medium
胡萝卜炖牛肉,stewed beef with carrots,[],[],high
辣子招牌,stir fried with onions peppers straw mushroom,[],"['Baby Corn and Rice Wine in Chilli Sauce', '254S Lar Chee Special with Mixed Meat and Prawn']",high
桂花酒酿圆子,glutinous rice balls and osmanthus in fermented rice wine,[],[],high
干贝松,crispy seaweed,[],[],medium
马蚁上树,ants climbing up a tree,[],"['Bean thread glass vermicelli cooked with finely chopped spicy minced pork and chilli flakes in soup', 'When the vermicelli is picked up with chopsticks the minced pork resemble ants climbing up a tree']",high
